Alloy ID,Alloy ,Al,Co,Cr,Fe,Ni,Cu,Mn,Ti,V,Nb,Mo,Zr,Hf,Ta,W,C,Mg,Zn,Si,Re,N,Sc,Li,Sn,Be,Num_of_Elem,Density_calc,dHmix,dSmix,dGmix,Tm,n.Para,Atom.Size.Diff,Elect.Diff,VEC,Sythesis_Route,Hot-Cold_Working,Homogenization_Temp,Homogenization_Time,Annealing_Temp,Annealing_Time_(min),HPR,Microstructure_,Multiphase,IM_Structure,Microstructure,Phases,References
Alloy 0335,AlHfNbTiZr,0.2,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,5,7.439877924,-19.36,13.38161053,473.9272514,1825.551003,1.450619806,4.968270135,0.133955216,4,AC,,,,,,,BCC + BCC,D,,BCC,BCC_SS,10.1016/j.mtcomm.2018.06.004
Alloy 0336,Al1.25HfNbTiZr,0.238095238,0,0,0,0,0,0,0.19047619,0,0.19047619,0,0.19047619,0.19047619,0,0,0,0,0,0,0,0,0,0,0,0,5,7.2467001,-22.31292517,13.34553197,461.6108101,1777.874752,1.226733662,4.95666278,0.133805287,3.952380952,AC,,,,,,,BCC + BCC,D,,BCC,BCC_SS,10.1016/j.mtcomm.2018.06.004
Alloy 0337,Al1.5HfNbTiZr,0.272727273,0,0,0,0,0,0,0.181818182,0,0.181818182,0,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,5,7.068651913,-24.66115702,13.2546386,450.3596584,1733.945573,1.07875419,4.937539432,0.133404251,3.909090909,AC,,,,,,,BCC + BCC,D,,BCC,BCC_SS,10.1016/j.mtcomm.2018.06.004
Alloy 0338,Al0.5Cr0.9FeNi2.5V0.2,0.098039216,0,0.176470588,0.196078431,0.490196078,0,0,0,0.039215686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.428940236,-10.99730873,11.05609168,379.6347552,1449.33988,1.731696954,4.444703117,0.118924761,8.019607843,PM,,,,,,,FCC + Im,Im,L12,FCC + Im,Im,10.1016/j.jallcom.2019.152196
Alloy 0339,Al0.5Cr0.9FeNi2.5V0.2,0.098039216,0,0.176470588,0.196078431,0.490196078,0,0,0,0.039215686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.428940236,-10.99730873,11.05609168,379.6347552,1449.33988,1.731696954,4.444703117,0.118924761,8.019607843,AC,,,,,,,FCC,S,,FCC,FCC_SS,10.1016/j.jallcom.2019.152196
Alloy 0340,Al0.5Cr0.9FeNi2.5V0.2,0.098039216,0,0.176470588,0.196078431,0.490196078,0,0,0,0.039215686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.428940236,-10.99730873,11.05609168,379.6347552,1449.33988,1.731696954,4.444703117,0.118924761,8.019607843,AC,CW,1200,1440,600,60,,FCC + Im,Im,L12,FCC + Im,Im,10.1016/j.jallcom.2019.152196
Alloy 0341,Fe22Co20Ni19Cr20Mn12Al7,0.07,0.2,0.2,0.22,0.19,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7.544302414,-7.5184,14.40897963,374.8877458,1449.76134,3.301951799,4.345955752,0.130196621,7.71,AC,HW,1100,,900,60,,BCC + FCC + Im,Im,B2,FCC + BCC + Im,Im,10.1016/j.msea.2019.138555
Alloy 0345,Fe40Mn40Co10Cr10,0,0.1,0.1,0.4,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7.715282655,-0.96,9.923722948,380.7230282,1447.2,17.78362164,4.045008413,0.138289551,7.5,AC,HW,1200,120,,,,FCC,S,,FCC,FCC_SS,10.1016/j.actamat.2015.04.014
Alloy 0346,FeMnNiCoCr,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.025760676,-4.16,13.38161053,386.5578337,1488.962298,5.668245305,3.269463577,0.138361844,8,AC,CW,1200,2880,1000,60,,FCC,S,,FCC,FCC_SS,10.1016/j.actamat.2013.06.018
Alloy 0347,FeMnNiCoCr,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.025760676,-4.16,13.38161053,386.5578337,1488.962298,5.668245305,3.269463577,0.138361844,8,AC,CW,1200,2880,1000,60,,FCC,S,,FCC,FCC_SS,10.1016/j.actamat.2013.06.018
Alloy 0351,CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.025760676,-4.16,13.38,467.623384,1801.2,5.79,0.92,0.14,8,AC,HW,1200,120,,,,FCC,S,,FCC,FCC_SS,10.1016/j.actamat.2017.07.023
Alloy 0352,Al5Nb24Ti40V5Zr26,0.000526039,0,0,0,0,0,0,0.420831142,0.052603893,0.252498685,0,0.273540242,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.068935026,-6.8576,11.29799536,491.5373168,1878.25911,3.544477681,5.289095698,0.109284766,4.24,AC,CW,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.intermet.2019.106652
Alloy 0353,Al5Nb24Ti40V5Zr26,0.000526039,0,0,0,0,0,0,0.420831142,0.052603893,0.252498685,0,0.273540242,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.068935026,-6.8576,11.29799536,491.5373168,1878.25911,3.544477681,5.289095698,0.109284766,4.24,AC,CW,,,800,60,CD,BCC  + Im,Im,C14,BCC + Im,Im,10.1016/j.intermet.2019.106652
Alloy 0354,Fe50Mn30Co10Cr10,0,0.1,0.1,0.5,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7.760129907,-0.92,9.713640154,388.6624044,1476.2,18.47017,3.833181374,0.132075736,7.6,AC,,,,,,,FCC + Im,Im,eta,FCC + Im,Im,10.1038/nature17981
Alloy 0355,Fe37Mn45Co9Cr9,0,0.09,0.09,0.37,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7.690438695,-0.882,9.650030892,376.5579718,1429.88,18.63298425,4.092070055,0.1392543,7.46,AC,,,,,,,FCC,S,,FCC,FCC_SS,10.1038/nature17981
Alloy 0356,Fe50Mn30Co10Cr10,0,0.1,0.1,0.5,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7.760129907,-0.92,9.713640154,388.6624044,1476.2,18.47017,3.833181374,0.132075736,7.6,PM,,900,5,,,,FCC,S,,FCC,FCC_SS,10.1007/s00339-017-1151-7
Alloy 0357,CoFeNi2V0.5Mo0.2,0,0.212765957,0,0.212765957,0.425531915,0,0,0,0.106382979,0,0.042553191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.400470171,-6.826618379,11.59727816,407.9007294,1560.456422,3.114989373,2.462154283,0.103645634,8.659574468,AC,,,,,,,FCC,S,,FCC,FCC_SS,10.1016/j.scriptamat.2019.02.038
Alloy 0359,Al10Co25Cr8Fe15Ni36Ti6,0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7.388644866,-13.9748,13.30361728,369.6710207,1423.527704,1.615189543,5.655462385,0.122434105,8.07,AC,,1220,1200,950,6000,,FCC + Im,Im,L12,FCC + Im,Im,10.3390/e21020169
Alloy 0360,Al10Co25Cr8Fe15Ni36Ti6,0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7.388644866,-13.9748,13.30361728,369.6710207,1423.527704,1.615189543,5.655462385,0.122434105,8.07,AC,,1220,1200,950,6000,,FCC + Im,Im,L12,FCC + Im,Im,10.3390/e21020169
Alloy 0361,CoCrFeNiTi0.2,0,0.238095238,0.238095238,0.238095238,0.238095238,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.926436279,-7.346938776,12.56917544,408.1727091,1567.326205,3.148694856,3.658435996,0.111625792,8.047619048,AC,,1200,30,,,,FCC,S,,FCC,FCC_SS,10.3390/e21040389
Alloy 0362,Al0.3CoCrCu0.3FeNi,0.065217391,0.217391304,0.217391304,0.217391304,0.217391304,0.065217391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7.732722037,-4.383742911,13.99403985,375.9031663,1451.347104,5.505040255,3.647211565,0.106545916,8.086956522,AC,,1100,360,,,CW,FCC,S,,FCC,FCC_SS,10.3390/e20120967
Alloy 0363,Al0.3CoCrCu0.3FeNi,0.065217391,0.217391304,0.217391304,0.217391304,0.217391304,0.065217391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7.732722037,-4.383742911,13.99403985,375.9031663,1451.347104,5.505040255,3.647211565,0.106545916,8.086956522,AC,,1100,360,900,300,CW,FCC,S,,FCC,FCC_SS,10.3390/e20120967
Alloy 0364,CrCoFeNiMn,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.03,-4.16,13.38,467.623384,1801.2,5.79,0.92,0.14,8,AC,CW,1200,2880,900,120,,FCC,S,,FCC,FCC_SS,10.1016/j.ijplas.2019.07.017
Alloy 0365,CrCoFeNiMn,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.03,-4.16,13.38,467.623384,1801.2,5.79,0.92,0.14,8,AC,CW,1200,2880,900,120,,FCC,S,,FCC,FCC_SS,10.1016/j.ijplas.2019.07.017
Alloy 0366,CrCoFeNiMn,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.03,-4.16,13.38,467.623384,1801.2,5.79,0.92,0.14,8,AC,CW,1200,2880,900,120,,FCC,S,,FCC,FCC_SS,10.1016/j.ijplas.2019.07.017
Alloy 0367,CrCoFeNiMn,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.03,-4.16,13.38,467.623384,1801.2,5.79,0.92,0.14,8,AC,CW,1200,2880,900,120,,FCC,S,,FCC,FCC_SS,10.1016/j.ijplas.2019.07.017
Alloy 0368,TiZrHfCr0.2Mo,0,0,0.047619048,0,0,0,0,0.238095238,0,0,0.238095238,0.238095238,0.238095238,0,0,0,0,0,0,0,0,0,0,0,0,5,8.686830363,-4.444444444,12.56917544,542.8538517,2084.462533,6.667480249,7.254736767,0.338068409,4.571428571,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.msec.2019.110322
Alloy 0369,Cr26Mn20Fe20Co20Ni14,0,0.2,0.26,0.2,0.14,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.924909869,-3.7232,13.22962036,391.7481361,1508.06978,6.329195708,3.262141651,0.135458481,7.76,AC,HW,,,1000,480,,FCC,S,,FCC,FCC_SS,10.1016/j.mtla.2019.100485
Alloy 0370,Ti1.89CrNbV0.56,0,0,0.224719101,0,0,0,0,0.424719101,0.125842697,0.224719101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.184842846,-4.089746244,10.77141625,502.1076667,1914.786517,5.762502989,6.319443553,0.048822023,4.8,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.matchar.2019.109980
Alloy 0371,Ti1.89CrNbV0.56,0,0,0.224719101,0,0,0,0,0.424719101,0.125842697,0.224719101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.184842846,-4.089746244,10.77141625,502.1076667,1914.786517,5.762502989,6.319443553,0.048822023,4.8,AC,CW,,,,,,BCC + Im,Im,C15,BCC + Im,Im,10.1016/j.matchar.2019.109980
Alloy 0372,HfNbTaTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,5,9.9,2.72,13.38,655.02398,2523,12.41,4.01,0.12,4.4,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.matlet.2019.07.027
Alloy 0373,HfNbTaTiZrW,0,0,0,0,0,0,0,0.166666667,0,0.166666667,0,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,6,11.20730067,-3.222222222,14.8975162,639.1645544,2476.410793,12.7122289,5.720897965,0.354483192,4.666666667,AC,,,,,,,BCC1 + BCC2,D,,BCC,BCC_SS,10.1016/j.jallcom.2019.06.138
Alloy 0374,HfNbTaTiZrMoW,0,0,0,0,0,0,0,0.142857143,0,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0,7,11.08932892,-2.93877551,16.17919618,596.7681774,2323.686817,14.29667975,6.024071519,0.38134563,4.857142857,AC,,,,,,,BCC1 + BCC2,D,,BCC,BCC_SS,10.1016/j.jallcom.2019.06.138
Alloy 0377,Al0.5CoCrFeNi,0.111111111,0.222222222,0.222222222,0.222222222,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.33,-9.09,13.15,459.275785,1767.5,2.56,4.22,0.11,7.67,AC,,,,,,,FCC + BCC,D,,FCC + BCC,FCC_PLUS_BCC,10.1007/s12598-016-0860-y
Alloy 0378,Al0.5CoCrFeNi,0.111111111,0.222222222,0.222222222,0.222222222,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.33,-9.09,13.15,459.275785,1767.5,2.56,4.22,0.11,7.67,AC,,,,450,10,,FCC + BCC,D,,FCC + BCC,FCC_PLUS_BCC,10.1007/s12598-016-0860-y
Alloy 0379,Al0.5CoCrFeNi,0.111111111,0.222222222,0.222222222,0.222222222,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.33,-9.09,13.15,459.275785,1767.5,2.56,4.22,0.11,7.67,AC,,,,650,10,,FCC + BCC,D,,FCC + BCC,FCC_PLUS_BCC,10.1007/s12598-016-0860-y
Alloy 0380,Al0.5CoCrFeNi,0.111111111,0.222222222,0.222222222,0.222222222,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.33,-9.09,13.15,459.275785,1767.5,2.56,4.22,0.11,7.67,AC,,,,850,10,,FCC + BCC,D,,FCC + BCC,FCC_PLUS_BCC,10.1007/s12598-016-0860-y
Alloy 0381,Ni46Co22Al12Cr8Fe8Ti3Mo1,0.12,0.22,0.08,0.08,0.46,0,0,0.03,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7.453086934,-13.03169786,12.47259103,442.1775343,1697.29,1.484127103,5.45784,0.11814667,8.24,PM,,,,,,,FCC + Im,Im,TiC,FCC + Im,Im,10.1016/j.matchemphys.2019.121749
Alloy 0382,Ni45(FeCoCr)40(AlTi)15,0.075,0.133333333,0.133333333,0.133333333,0.45,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7.432029989,-14.63666667,12.91925854,378.8816252,1456.840901,1.527000664,5.631744257,0.12911663,8.091666667,AC,,,,,,,FCC + Im,Im,L12,FCC + Im,Im,10.1016/j.scriptamat.2017.12.001
Alloy 0383,Ni45(FeCoCr)40(AlTi)15,0.075,0.133333333,0.133333333,0.133333333,0.45,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7.432029989,-14.63666667,12.91925854,378.8816252,1456.840901,1.527000664,5.631744257,0.12911663,8.091666667,AC,,,,,,,FCC + Im,Im,L12,FCC + Im,Im,10.1016/j.scriptamat.2017.12.001
Alloy 0384,Ti2ZrHf0.5V,0,0,0,0,0,0,0,0.444444444,0.222222222,0,0,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,4,6.52433557,-1.777777778,10.58454586,474.5036779,1808.222222,12.3920886,6.956581546,0.123107902,4.222222222,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1007/s40195-019-00921-3
Alloy 0385,Ti2ZrHf0.5VNb0.25,0,0,0,0,0,0,0,0.421052632,0.210526316,0.052631579,0,0.210526316,0.105263158,0,0,0,0,0,0,0,0,0,0,0,0,5,6.6292353,-1.019390582,11.74184049,495.3262273,1895.930246,24.98452969,6.815842839,0.122467702,4.263157895,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1007/s40195-019-00921-3
Alloy 0386,Ti2ZrHf0.5VNb0.5,0,0,0,0,0,0,0,0.5,0,0.125,0,0.25,0.125,0,0,0,0,0,0,0,0,0,0,0,0,4,6.72390148,-0.4,12.22898133,501.632141,1923.651423,67.16160897,6.682543255,0.12163881,4.3,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1007/s40195-019-00921-3
Alloy 0387,Ti2ZrHf0.5VNb0.75,0,0,0,0,0,0,0,0.380952381,0.19047619,0.142857143,0,0.19047619,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,5,6.809761971,0.108843537,12.48236446,507.699524,1948.810161,254.8182208,6.556163114,0.120678355,4.333333333,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1007/s40195-019-00921-3
Alloy 0388,Ti2ZrHf0.5VNb,0,0,0,0,0,0,0,0.363636364,0.181818182,0.181818182,0,0.181818182,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,5,6.887990805,0.52892562,12.60229632,513.4386746,1971.746058,53.48737946,6.436207738,0.119627521,4.363636364,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1007/s40195-019-00921-3
Alloy 0389,ZrTiHfCuNiFe,0,0,0,0.166666667,0.166666667,0.166666667,0,0.166666667,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,6,8.436944231,-24.77777778,14.8975162,431.3592945,1671.367381,1.169131447,10.92413122,0.257601113,6.833333333,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.intermet.2019.106515
Alloy 0390,AlCrFeCoNi,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.73,-12.32,13.38,354.1129114,1364.02,1.78,5.78,0.12,7.2,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.intermet.2019.106515
Alloy 0391,AlCoCrCuFeNi,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7.07,-4.78,14.9,420.623371,1629.71,5.08,4.82,0.12,7.83,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.intermet.2019.106515
Alloy 0392,AlCoCrFeMo0.05Ni2,0.165289256,0.165289256,0.165289256,0.165289256,0.330578512,0,0,0,0,0,0.008264463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7.083622569,-11.94453931,13.2671945,361.0007326,1389.938697,1.847247569,5.422491548,0.124400344,7.652892562,AC,HW,1250,120,1200,0,,FCC + BCC + Im,Im,,FCC + BCC + Im,Im,10.1016/j.msea.2019.05.058
Alloy 0393,FeCoNiCrMn,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.025760676,-4.16,13.38161053,386.5578337,1488.962298,5.668245305,3.269463577,0.138361844,8,AC,CW,1200,600,800,60,,FCC,S,,FCC,FCC_SS,10.1016/j.jallcom.2019.04.035
Alloy 0395,HfNbTiZr,0,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,4,8.4,2.5,11.53,609.5544375,2331.25,10.75,4.12,0.13,4.25,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.3390/met9050485
Alloy 0398,CoCrFeNiMo0.2,0,0.238095238,0.238095238,0.238095238,0.238095238,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.31,-4.04,12.57,500.1569836,1920.52,5.98,2.51,0.12,8.14,AC,CW,1200,60,,,,FCC,S,,FCC,FCC_SS,10.3390/e21090833
Alloy 0399,CoCrFeNiMo0.2,0,0.238095238,0.238095238,0.238095238,0.238095238,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.31,-4.04,12.57,500.1569836,1920.52,5.98,2.51,0.12,8.14,AC,CW,1200,60,600,72,,FCC,S,,FCC,FCC_SS,10.3390/e21090833
Alloy 0400,CoCrFeNiMo0.2,0,0.238095238,0.238095238,0.238095238,0.238095238,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.31,-4.04,12.57,500.1569836,1920.52,5.98,2.51,0.12,8.14,AC,CW,1200,60,700,72,,FCC,S,,FCC,FCC_SS,10.3390/e21090833
Alloy 0401,CoCrFeNiMo0.2,0,0.238095238,0.238095238,0.238095238,0.238095238,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.31,-4.04,12.57,500.1569836,1920.52,5.98,2.51,0.12,8.14,AC,CW,1200,60,800,72,,FCC,S,,FCC,FCC_SS,10.3390/e21090833
Alloy 0402,CoCrFeNiMo0.2,0,0.238095238,0.238095238,0.238095238,0.238095238,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.31,-4.04,12.57,500.1569836,1920.52,5.98,2.51,0.12,8.14,AC,CW,1200,60,900,72,,FCC + Im,Im,Sigma,FCC + Im,Im,10.3390/e21090833
Alloy 0403,CoCrFeNiMo0.2,0,0.238095238,0.238095238,0.238095238,0.238095238,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.31,-4.04,12.57,500.1569836,1920.52,5.98,2.51,0.12,8.14,AC,CW,1200,60,1000,72,,FCC + Im,Im,Sigma,FCC + Im,Im,10.3390/e21090833
Alloy 0404,Ti40Zr10Ni40Co5Cu5,0,0.05,0,0,0.4,0.05,0,0.4,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.471585556,-34.1,10.50003754,404.8157454,1542.285346,0.559007017,9.260965256,0.212569988,7,AC,,900,1440,950,720,,BCC + Im,Im,C15,BCC + Im,Im,10.1007/s12540-019-00383-3
Alloy 0405,Ti30Zr20Ni30Co10Cu10,0,0.1,0,0,0.3,0.1,0,0.3,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.705104011,-33.2,12.51150515,402.3982511,1544.910655,0.685140821,10.20926813,0.23471046,7,AC,,900,1440,950,720,,BCC + Im,Im,C15,BCC + Im,Im,10.1007/s12540-019-00383-3
Alloy 0406,Ti25Zr25Ni16.67Co16.67Cu16.67,0,0.166666667,0,0,0.166666667,0.166666667,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.821779186,-29.7219997,13.21207256,396.1143429,1524.874804,0.799260966,10.47752111,0.242639159,7.00029997,AC,,900,1440,950,720,,BCC + Im,Im,C15,BCC + Im,Im,10.1007/s12540-019-00383-3
Alloy 0407,Ti30Zr10Hf10Ni30Co10Cu10,0,0.142857143,0,0,0.285714286,0.095238095,0,0.285714286,0,0,0,0.095238095,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,6,7.691658339,-31.88,13.66413435,421.4026651,1625.053072,0.81359165,9.961332928,0.239298976,7,AC,,900,1440,950,720,,BCC + Im,Im,C15,BCC + Im,Im,10.1007/s12540-019-00383-3
Alloy 0408,Ti20Zr15Hf15Ni20Co15Cu15,0,0.15,0,0,0.2,0.15,0,0.2,0,0,0,0.15,0.15,0,0,0,0,0,0,0,0,0,0,0,0,6,8.349606817,-30.38,14.81676354,427.4553954,1655.745668,0.940750198,10.61019434,0.258810259,7,AC,,900,1440,950,720,,BCC + Im,Im,C15,BCC + Im,Im,10.1007/s12540-019-00383-3
Alloy 0409,CoCuHfNiTiZr,0,0.166666667,0,0,0.166666667,0.166666667,0,0.166666667,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,6,8.5,-23.52,13.38,503.678223,1940.15,1.1,10.21,0.26,6.4,AC,,900,1440,950,720,,BCC + Im,Im,C15,BCC + Im,Im,10.1007/s12540-019-00383-3
Alloy 0410,CrFeMnV,0,0,0.25,0.25,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7.110005157,-2.25,11.52629192,426.6574732,1631.75,9.758414884,3.545392507,0.102072278,6.5,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.jmst.2018.02.026
Alloy 0411,CrMn0.3FeVCu0.06,0,0,0.297619048,0.297619048,0,0.017857143,0.089285714,0,0.297619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.07566865,2.186791383,11.38813601,433.4125033,1656.692131,10.05002344,3.081938936,0.098349024,6.476190476,AC,,,,,,,BCC?+?FCC,D,,FCC + BCC,FCC_PLUS_BCC,10.1016/j.jmst.2018.02.026
Alloy 0412,CrMn0.5FeVCu0.10,0,0,0.277777778,0.277777778,0,0.027777778,0.138888889,0,0.277777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.114770999,2.37654321,11.98251164,421.5294505,1614.938051,9.519724682,3.248968031,0.10315808,6.555555556,AC,,,,,,,BCC?+?FCC,D,,FCC + BCC,FCC_PLUS_BCC,10.1016/j.jmst.2018.02.026
Alloy 0413,CrMn0.7FeVCu0.14,0,0,0.260416667,0.260416667,0,0.036458333,0.182291667,0,0.260416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.149092989,2.520616319,12.32346653,411.9592169,1580.336714,9.061824011,3.361580698,0.106926652,6.625,AC,,,,,,,BCC?+?FCC,D,,FCC + BCC,FCC_PLUS_BCC,10.1016/j.jmst.2018.02.026
Alloy 0414,CrMnFeVCu0.20,0,0,0.238095238,0.238095238,0,0.047619048,0.238095238,0,0.238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.19336934,2.675736961,12.56917544,400.6190634,1538.283298,8.509140942,3.466126823,0.111239155,6.714285714,AC,,,,,,,BCC?+?FCC,D,,FCC + BCC,FCC_PLUS_BCC,10.1016/j.jmst.2018.02.026
Alloy 0415,NbMoTaWVTi,0,0,0,0,0,0,0,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,6,10.96954219,-4.222222222,14.8975162,689.0128364,2669.548345,10.38289649,3.575640761,0.334086649,5.166666667,PM,,,,,,,BCC1 + BCC2 + FCC,M,,FCC + BCC,FCC_PLUS_BCC,10.3390/ma11050669
Alloy 0416,CoCrCuFeNi,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.33,3.2,13.38,459.257999,1768.95,7.4,1.07,0.09,8.8,AC,,,,,,,FCC,S,,FCC,FCC_SS,10.1016/j.jmst.2017.11.007
Alloy 0417, (CoCrCuFeNi)96Nb4,0,0.193548387,0.193548387,0.193548387,0.193548387,0.193548387,0,0,0,0.032258065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8.358058555,-14.247936,14.24271136,378.6629953,1463.445707,1.735958907,2.916370967,0.101501559,8.648,AC,,,,,,,FCC,S,,FCC,FCC_SS,10.1016/j.jmst.2017.11.007
